id,label,title,url,hub,authority,pagerank,in_degree,out_degree,closeness,betweenness
2601873737,2601873737,A Single Word Summary of 188 Books on Entrepreneurship,https://taylorpearson.me/focus/,0.0071203836107422884,0.0603169862261924,0.053603104833454075,1.0,0.12213740458015267,1.0,0.011205715404188688
4035197946,4035197946,Antifragile Book Notes and Applications,https://taylorpearson.me/antifragile-book-notes/,0.007097654393346436,0.06031836701583712,0.05321958207313709,1.0,0.10687022900763359,1.0,0.0
2680701689,2680701689,Welcome to Extremistan. Don’t Be a Turkey.,https://taylorpearson.me/extremistan/,0.007097654393346436,0.06031836701583712,0.05321958207313709,1.0,0.10687022900763359,1.0,0.0
2181383038,2181383038,My Favorite Heuristic for Evaluating Relationships: The Antifragile Person,https://taylorpearson.me/the-antifragile-person/,0.007097654393346436,0.06031836701583712,0.05321958207313709,1.0,0.10687022900763359,1.0,0.0
1377575124,1377575124,An Entrepreneur’s Library: Business Books I Find Repeatedly Useful,https://taylorpearson.me/best-books-entrepreneurs/,0.007121069467346418,0.06031694456071615,0.05342344162844506,1.0,0.11450381679389313,1.0,0.0072225484439224896
3853285079,3853285079,The Entrepreneur’s Daily Ritual,https://taylorpearson.me/dailyritual/,0.007097654393346436,0.06031836701583712,0.05321958207313709,1.0,0.10687022900763359,1.0,0.0
1782971790,1782971790,The Entrepreneur’s Weekly Review,https://taylorpearson.me/weeklyreview/,0.007135670698076647,0.0603160575425725,0.053762638028235256,1.0,0.1297709923664122,1.0,0.032922293990996276
3001012313,3001012313,Thinking in Limits: Two Simple Questions for Becoming a Better Entrepreneur,https://taylorpearson.me/limits/,0.007116681547108144,0.06031721112487865,0.05342344162844506,1.0,0.11450381679389313,1.0,0.0036504208259933455
1812035078,1812035078,Scaling,https://taylorpearson.me/hiring-and-managing-employees-at-scale/,0.007132469445219733,0.06031625201723133,0.05342344162844506,1.0,0.11450381679389313,1.0,0.006840869054609513
2975595221,2975595221,"Illegible Currency Arbitrage: How to Optimize for What Matters, Not What You Can Measure",https://taylorpearson.me/arbitrage/,0.007131800839617857,0.06031629263471809,0.053762638028235256,1.0,0.1297709923664122,1.0,0.033110197690350354
2401909069,2401909069,Case Study: Growing a B2B eCommerce Business 527% in 18 Months,https://taylorpearson.me/527/,0.007097654393346437,0.06031836701583712,0.05321958207313708,1.0,0.10687022900763359,1.0,0.0
4071766596,4071766596,Jesus Marketing: How I Sold 5000 Books in Four Weeks As a First Time Author (With Less Than 700 Email Subscribers),https://taylorpearson.me/jesusmarketing/,0.007235519504151858,0.06030999177290614,0.05466368966790961,1.0,0.1984732824427481,1.0,0.3075621452339008
3513077295,3513077295,Nine 80/20 Principles for Entrepreneurs Learned From Writing a Book,https://taylorpearson.me/8020principle/,0.007631249584608436,0.0018059327398698957,0.006155221888776964,0.030534351145038167,0.1297709923664122,0.5077519379844961,0.0001663730671364259
1665642182,1665642182,The Joys of Missing Out (JOMO),https://taylorpearson.me/jomo/,0.007619976918731311,0.0008968786934115259,0.004039013769328104,0.015267175572519083,0.12213740458015267,0.5038461538461538,2.935995302407516e-05
1667621270,1667621270,TERMS AND CONDITIONS,https://taylorpearson.me/terms-and-conditions/,0.007097654393346437,0.06031836701583712,0.05321958207313708,1.0,0.10687022900763359,1.0,0.0
274762650,274762650,PRIVACY POLICY – Cookies and Data Retention,https://taylorpearson.me/privacy-policy/,0.007097654393346437,0.06031836701583712,0.05321958207313708,1.0,0.10687022900763359,1.0,0.0
319797682,319797682,Disclosure,https://taylorpearson.me/disclosure/,0.007097654393346437,0.06031836701583712,0.05321958207313708,1.0,0.10687022900763359,1.0,0.0
1619488033,1619488033,The Path to Wealth and Power is Paved by Definition,https://taylorpearson.me/definition/,0.007604641014061696,0.0022625859850031725,0.007397538842140509,0.03816793893129771,0.11450381679389313,0.5097276264591439,0.0
3993174518,3993174518,How (And Why) To Find An Online Mastermind Group,https://taylorpearson.me/mastermind/,0.00764331476064225,0.00043348875745553557,0.0038244876964038527,0.007633587786259542,0.13740458015267176,0.5019157088122606,0.014357017028772755
3839205761,3839205761,Pillar Content: Essential Reading for Entrepreneurs and Marketers,https://taylorpearson.me/pillar-content/,0.007604641014061696,0.001824578181327011,0.004150847527822768,0.030534351145038167,0.11450381679389313,0.5077519379844961,0.0
765179392,765179392,Location Leverage: 10X Your Location Independence,https://taylorpearson.me/location-leverage/,0.007608526009305343,0.0009001553365328005,0.004062946736269188,0.015267175572519083,0.12213740458015267,0.5038461538461538,0.007633587786259542
1719146408,1719146408,Crafting Marketing Meta Narratives (Or Why I’m Giving Away 339 Hours of Work For Free),https://taylorpearson.me/metamarketing/,0.007685681616711962,0.000872808192431842,0.005611560116769715,0.015267175572519083,0.15267175572519084,0.5038461538461538,0.014370718340183984
3614548793,3614548793,Why Cash is Worth Less Than You Think,https://taylorpearson.me/cash/,0.007604641014061696,0.0022875108719340224,0.0041766300375606635,0.03816793893129771,0.11450381679389313,0.5097276264591439,0.0
3688830589,3688830589,The Fourth Economy and The Future of Work,https://taylorpearson.me/the-fourth-economy/,0.007608526009305343,0.004139980651978237,0.006732618703550177,0.06870229007633588,0.12213740458015267,0.5177865612648221,0.007633587786259542
